,Title,Topic Label,Accetpance,Difficulty,Frequency,Accepted,Submissions,Premium
2371,2371. Minimize Maximum Value in a Grid,"['Array', 'Greedy', 'Union Find', '4+']",71.10%,Hard,0%;,896,1.3K,Y
2372,2372. Calculate the Influence of Each Salesperson,['Database'],85.60%,Medium,0%;,2.5K,2.9K,Y
2373,2373. Largest Local Values in a Matrix,"['Array', 'Matrix']",83.40%,Easy,36.9661%;,34.1K,40.9K,
2374,2374. Node With Highest Edge Score,"['Hash Table', 'Graph']",46.50%,Medium,27.875%;,25.4K,54.7K,
2375,2375. Construct Smallest Number From DI String,"['String', 'Backtracking', 'Stack', '1+']",74.60%,Medium,38.0565%;,21.6K,29K,
2376,2376. Count Special Integers,"['Math', 'Dynamic Programming']",36.70%,Hard,37.9182%;,8.6K,23.5K,
2377,2377. Sort the Olympic Table,['Database'],78.40%,Easy,0%;,3K,3.8K,Y
2378,2378. Choose Edges to Maximize Score in a Tree,"['Dynamic Programming', 'Tree', '1+']",60.30%,Medium,0%;,860,1.4K,Y
2379,2379. Minimum Recolors to Get K Consecutive Black Blocks,"['String', 'Sliding Window']",57.70%,Easy,34.1142%;,31.4K,54.5K,
2380,2380. Time Needed to Rearrange a Binary String,"['String', 'Dynamic Programming', 'Simulation']",49.00%,Medium,48.1062%;,22.1K,45.2K,
2381,2381. Shifting Letters II,"['Array', 'String', 'Prefix Sum']",35.00%,Medium,38.2904%;,14.5K,41.5K,
2382,2382. Maximum Segment Sum After Removals,"['Array', 'Union Find', 'Prefix Sum', '1+']",47.80%,Hard,51.3095%;,6.3K,13.2K,
2383,2383. Minimum Hours of Training to Win a Competition,"['Array', 'Greedy']",41.00%,Easy,30.3128%;,25.2K,61.5K,
2384,2384. Largest Palindromic Number,"['Hash Table', 'String', 'Greedy']",31.10%,Medium,50.2568%;,20.2K,64.9K,
2385,2385. Amount of Time for Binary Tree to Be Infected,"['Tree', 'Depth-First Search', '2+']",56.70%,Medium,31.2883%;,23K,40.6K,
2386,2386. Find the K-Sum of an Array,"['Array', 'Sorting', 'Heap (Priority Queue)']",38.50%,Hard,40.3369%;,6.9K,18K,
2387,2387. Median of a Row Wise Sorted Matrix,"['Array', 'Binary Search', 'Matrix']",68.60%,Medium,0%;,1.4K,2K,Y
2388,2388. Change Null Values in a Table to the Previous Value,['Database'],65.70%,Medium,15.9149%;,1.7K,2.6K,Y
2389,2389. Longest Subsequence With Limited Sum,"['Array', 'Binary Search', 'Greedy', '2+']",72.50%,Easy,49.5198%;,78.8K,108.6K,
2390,2390. Removing Stars From a String,"['String', 'Stack', 'Simulation']",65.20%,Medium,16.8742%;,39.5K,60.5K,
2391,2391. Minimum Amount of Time to Collect Garbage,"['Array', 'String', 'Prefix Sum']",84.40%,Medium,31.7693%;,31.9K,37.8K,
2392,2392. Build a Matrix With Conditions,"['Array', 'Graph', 'Topological Sort', '1+']",59.40%,Hard,16.6236%;,10.9K,18.3K,
2393,2393. Count Strictly Increasing Subarrays,"['Array', 'Math', 'Dynamic Programming']",72.90%,Medium,0%;,2.2K,3K,Y
2394,2394. Employees With Deductions,['Database'],41.70%,Medium,0%;,1.8K,4.3K,Y
2395,2395. Find Subarrays With Equal Sum,"['Array', 'Hash Table']",64.40%,Easy,13.974%;,33.9K,52.7K,
2396,2396. Strictly Palindromic Number,"['Math', 'Two Pointers', 'Brainteaser']",87.80%,Medium,38.7362%;,46.3K,52.8K,
2397,2397. Maximum Rows Covered by Columns,"['Array', 'Backtracking', 'Bit Manipulation', '2+']",52.80%,Medium,0%;,11.7K,22.2K,
2398,2398. Maximum Number of Robots Within Budget,"['Array', 'Binary Search', 'Queue', '3+']",33.00%,Hard,64.9828%;,14.7K,44.5K,
2399,2399. Check Distances Between Same Letters,"['Array', 'Hash Table', 'String']",70.60%,Easy,35.1541%;,33.9K,48.1K,
2400,2400. Number of Ways to Reach a Position After Exactly k Steps,"['Math', 'Dynamic Programming', 'Combinatorics']",33.00%,Medium,21.5888%;,21.1K,64.1K,
2401,2401. Longest Nice Subarray,"['Array', 'Bit Manipulation', 'Sliding Window']",49.20%,Medium,33.626%;,20.3K,41.3K,
2402,2402. Meeting Rooms III,"['Array', 'Sorting', 'Heap (Priority Queue)']",33.50%,Hard,78.9211%;,15.8K,47.2K,
2403,2403. Minimum Time to Kill All Monsters,"['Array', 'Dynamic Programming', '2+']",51.30%,Hard,49.6993%;,756,1.5K,Y
2404,2404. Most Frequent Even Element,"['Array', 'Hash Table', 'Counting']",51.00%,Easy,46.026%;,45.6K,89.4K,
2405,2405. Optimal Partition of String,"['Hash Table', 'String', 'Greedy']",75.20%,Medium,30.4303%;,33.3K,44.3K,
2406,2406. Divide Intervals Into Minimum Number of Groups,"['Array', 'Two Pointers', 'Greedy', '3+']",46.00%,Medium,45.923%;,20.4K,44.3K,
2407,2407. Longest Increasing Subsequence II,"['Array', 'Divide and Conquer', '5+']",21.70%,Hard,44.9208%;,7.9K,36.3K,
2408,2408. Design SQL,"['Array', 'Hash Table', 'String', '1+']",84.00%,Medium,28.4803%;,1.2K,1.5K,Y
2409,2409. Count Days Spent Together,"['Math', 'String']",43.50%,Easy,36.0075%;,16.7K,38.4K,
2410,2410. Maximum Matching of Players With Trainers,"['Array', 'Two Pointers', 'Greedy', '1+']",60.90%,Medium,16.7898%;,22.8K,37.3K,
2411,2411. Smallest Subarrays With Maximum Bitwise OR,"['Array', 'Binary Search', 'Bit Manipulation', '1+']",41.60%,Medium,42.3985%;,9.4K,22.6K,
2412,2412. Minimum Money Required Before Transactions,"['Array', 'Greedy', 'Sorting']",39.60%,Hard,44.746%;,8.4K,21.1K,
2413,2413. Smallest Even Multiple,"['Math', 'Number Theory']",87.70%,Easy,23.4107%;,76.8K,87.6K,
2414,2414. Length of the Longest Alphabetical Continuous Substring,['String'],56.10%,Medium,11.791%;,31.4K,56K,
2415,2415. Reverse Odd Levels of Binary Tree,"['Tree', 'Depth-First Search', '2+']",76.70%,Medium,30.1531%;,31.7K,41.3K,
2416,2416. Sum of Prefix Scores of Strings,"['Array', 'String', 'Trie', '1+']",43.70%,Hard,58.4061%;,19.5K,44.6K,
2417,2417. Closest Fair Integer,"['Math', 'Enumeration']",45.20%,Medium,49.6993%;,705,1.6K,Y
2418,2418. Sort the People,"['Array', 'Hash Table', 'String', '1+']",81.10%,Easy,37.365%;,66.4K,81.8K,
2419,2419. Longest Subarray With Maximum Bitwise AND,"['Array', 'Bit Manipulation', 'Brainteaser']",48.00%,Medium,31.8086%;,21.2K,44.2K,
2420,2420. Find All Good Indices,"['Array', 'Dynamic Programming', 'Prefix Sum']",37.50%,Medium,44.7695%;,18.2K,48.4K,
2421,2421. Number of Good Paths,"['Array', 'Tree', 'Union Find', '1+']",57.60%,Hard,83.2823%;,47.8K,83K,
2422,2422. Merge Operations to Turn Array Into a Palindrome,"['Array', 'Two Pointers', 'Greedy']",69.70%,Medium,0%;,1.2K,1.8K,Y
2423,2423. Remove Letter To Equalize Frequency,"['Hash Table', 'String', 'Counting']",18.00%,Easy,35.5245%;,24.4K,135.5K,
2424,2424. Longest Uploaded Prefix,"['Binary Search', 'Union Find', 'Design', '4+']",54.00%,Medium,29.7983%;,14.9K,27.6K,
2425,2425. Bitwise XOR of All Pairings,"['Array', 'Bit Manipulation', 'Brainteaser']",58.60%,Medium,8.39841%;,14.1K,24K,
2426,2426. Number of Pairs Satisfying Inequality,"['Array', 'Binary Search', '5+']",42.90%,Hard,48.6076%;,8.8K,20.5K,
2427,2427. Number of Common Factors,"['Math', 'Enumeration', 'Number Theory']",79.70%,Easy,30.6023%;,44.7K,56K,
2428,2428. Maximum Sum of an Hourglass,"['Array', 'Matrix', 'Prefix Sum']",74.20%,Medium,31.5509%;,26.7K,36K,
2429,2429. Minimize XOR,"['Greedy', 'Bit Manipulation']",42.50%,Medium,47.8794%;,17.4K,41K,
2430,2430. Maximum Deletions on a String,"['String', 'Dynamic Programming', '3+']",32.20%,Hard,75.3726%;,10.3K,31.9K,
2431,2431. Maximize Total Tastiness of Purchased Fruits,"['Array', 'Dynamic Programming']",67.50%,Medium,0%;,1.3K,1.9K,Y
2432,2432. The Employee That Worked on the Longest Task,['Array'],49.40%,Easy,27.8046%;,26.8K,54.3K,
2433,2433. Find The Original Array of Prefix Xor,"['Array', 'Bit Manipulation']",85.60%,Medium,15.5697%;,31.1K,36.3K,
2434,2434. Using a Robot to Print the Lexicographically Smallest String,"['Hash Table', 'String', 'Stack', '1+']",38.50%,Medium,52.7534%;,13.9K,36K,
2435,2435. Paths in Matrix Whose Sum Is Divisible by K,"['Array', 'Dynamic Programming', 'Matrix']",41.60%,Hard,49.8126%;,15K,36.1K,
2436,2436. Minimum Split Into Subarrays With GCD Greater Than One,"['Array', 'Math', 'Dynamic Programming', '2+']",74.00%,Medium,0%;,1.3K,1.8K,Y
2437,2437. Number of Valid Clock Times,"['String', 'Enumeration']",43.10%,Easy,50.2757%;,17.8K,41.3K,
2438,2438. Range Product Queries of Powers,"['Array', 'Bit Manipulation', 'Prefix Sum']",38.90%,Medium,33.9534%;,13K,33.5K,
2439,2439. Minimize Maximum of Array,"['Array', 'Binary Search', '3+']",34.40%,Medium,58.3355%;,10.9K,31.7K,
2440,2440. Create Components With Same Value,"['Array', 'Math', 'Tree', '2+']",54.60%,Hard,55.5428%;,4.2K,7.6K,
2441,2441. Largest Positive Integer That Exists With Its Negative,"['Array', 'Hash Table']",68.00%,Easy,35.246%;,37.1K,54.5K,
2442,2442. Count Number of Distinct Integers After Reverse Operations,"['Array', 'Hash Table', 'Math']",78.70%,Medium,27.2323%;,35.2K,44.7K,
2443,2443. Sum of Number and Its Reverse,"['Math', 'Enumeration']",45.80%,Medium,28.5802%;,27.7K,60.4K,
2444,2444. Count Subarrays With Fixed Bounds,"['Array', 'Queue', 'Sliding Window', '1+']",62.00%,Hard,76.9119%;,54.8K,88.4K,
2445,2445. Number of Nodes With Value One,"['Tree', 'Depth-First Search', '2+']",70.80%,Medium,51.3095%;,1.2K,1.7K,Y
2446,2446. Determine if Two Events Have Conflict,"['Array', 'String']",49.90%,Easy,35.1671%;,27.3K,54.7K,
2447,2447. Number of Subarrays With GCD Equal to K,"['Array', 'Math', 'Number Theory']",48.60%,Medium,34.1541%;,19K,39.2K,
2448,2448. Minimum Cost to Make Array Equal,"['Array', 'Binary Search', 'Greedy', '2+']",34.80%,Hard,71.4133%;,12K,34.4K,
2449,2449. Minimum Number of Operations to Make Arrays Similar,"['Array', 'Greedy', 'Sorting']",64.00%,Hard,33.5231%;,8.9K,14K,
2450,2450. Number of Distinct Binary Strings After Applying Operations,"['Math', 'String']",67.70%,Medium,0%;,555,820,Y
2451,2451. Odd String Difference,"['Hash Table', 'Math', 'String']",60.10%,Easy,32.9595%;,20K,33.2K,
2452,2452. Words Within Two Edits of Dictionary,"['Array', 'String']",60.40%,Medium,22.1788%;,15.5K,25.7K,
2453,2453. Destroy Sequential Targets,"['Array', 'Hash Table', 'Counting']",37.80%,Medium,0%;,11.4K,30.1K,
2454,2454. Next Greater Element IV,"['Array', 'Binary Search', 'Stack', '3+']",39.80%,Hard,59.3418%;,6.4K,15.9K,
2455,2455. Average Value of Even Numbers That Are Divisible by Three,"['Array', 'Math']",59.00%,Easy,11.4586%;,34.4K,58.3K,
2456,2456. Most Popular Video Creator,"['Array', 'Hash Table', 'String', '2+']",43.80%,Medium,37.0678%;,17.6K,40.3K,
2457,2457. Minimum Addition to Make Integer Beautiful,"['Math', 'Greedy']",37.00%,Medium,41.6518%;,15.2K,41.1K,
2458,2458. Height of Binary Tree After Subtree Removal Queries,"['Array', 'Tree', 'Depth-First Search', '2+']",37.00%,Hard,55.3406%;,8.4K,22.7K,
2459,2459. Sort Array by Moving Items to Empty Space,"['Array', 'Greedy', 'Sorting']",51.90%,Hard,0%;,461,889,Y
2460,2460. Apply Operations to an Array,"['Array', 'Simulation']",67.10%,Easy,31.9424%;,34.5K,51.4K,
2461,2461. Maximum Sum of Distinct Subarrays With Length K,"['Array', 'Hash Table', 'Sliding Window']",34.20%,Medium,44.491%;,22.6K,66K,
2462,2462. Total Cost to Hire K Workers,"['Array', 'Two Pointers', '2+']",37.50%,Medium,27.875%;,13.9K,37.1K,
2463,2463. Minimum Total Distance Traveled,"['Array', 'Dynamic Programming', 'Sorting']",40.70%,Hard,51.3095%;,5.9K,14.5K,
2464,2464. Minimum Subarrays in a Valid Split,"['Array', 'Math', 'Dynamic Programming', '1+']",56.00%,Medium,0%;,667,1.2K,Y
2465,2465. Number of Distinct Averages,"['Array', 'Hash Table', 'Two Pointers', '1+']",58.30%,Easy,13.974%;,25.4K,43.5K,
2466,2466. Count Ways To Build Good Strings,['Dynamic Programming'],42.10%,Medium,49.203%;,11.2K,26.6K,
2467,2467. Most Profitable Path in a Tree,"['Array', 'Tree', 'Depth-First Search', '2+']",48.30%,Medium,48.0937%;,6.9K,14.3K,
2468,2468. Split Message Based on Limit,"['String', 'Binary Search']",46.30%,Hard,57.7719%;,3.7K,8K,
2469,2469. Convert the Temperature,['Math'],89.10%,Easy,19.6773%;,68.8K,77.2K,
2470,2470. Number of Subarrays With LCM Equal to K,"['Array', 'Math', 'Number Theory']",38.40%,Medium,39.8147%;,17.8K,46.5K,
2471,2471. Minimum Number of Operations to Sort a Binary Tree by Level,"['Tree', 'Breadth-First Search', 'Binary Tree']",62.40%,Medium,23.563%;,15.3K,24.5K,
2472,2472. Maximum Number of Non-overlapping Palindrome Substrings,"['String', 'Dynamic Programming']",38.00%,Hard,68.84%;,9.1K,24K,
2473,2473. Minimum Cost to Buy Apples,"['Array', 'Graph', 'Heap (Priority Queue)', '1+']",62.90%,Medium,0%;,827,1.3K,Y
2474,2474. Customers With Strictly Increasing Purchases,['Database'],44.80%,Hard,28.7601%;,807,1.8K,Y
2475,2475. Number of Unequal Triplets in Array,"['Array', 'Hash Table']",70.90%,Easy,28.2673%;,25.2K,35.6K,
2476,2476. Closest Nodes Queries in a Binary Search Tree,"['Array', 'Binary Search', 'Tree', '2+']",40.70%,Medium,15.8399%;,14.8K,36.3K,
2477,2477. Minimum Fuel Cost to Report to the Capital,"['Tree', 'Depth-First Search', '2+']",67.80%,Medium,64.5577%;,53.5K,78.9K,
2478,2478. Number of Beautiful Partitions,"['String', 'Dynamic Programming']",30.70%,Hard,50.2568%;,7.3K,23.6K,
2479,2479. Maximum XOR of Two Non-Overlapping Subtrees,"['Tree', 'Depth-First Search', 'Graph', '1+']",46.90%,Hard,0%;,360,768,Y
2480,2480. Form a Chemical Bond,['Database'],56.80%,Easy,0%;,1.3K,2.3K,Y
2481,2481. Minimum Cuts to Divide a Circle,"['Math', 'Geometry']",52.50%,Easy,0%;,20K,38K,
2482,2482. Difference Between Ones and Zeros in Row and Column,"['Array', 'Matrix', 'Simulation']",79.70%,Medium,35.2666%;,16.6K,20.8K,
2483,2483. Minimum Penalty for a Shop,"['String', 'Prefix Sum']",55.70%,Medium,23.563%;,12.6K,22.6K,
2484,2484. Count Palindromic Subsequences,"['String', 'Dynamic Programming']",33.00%,Hard,66.0512%;,4.8K,14.6K,
2485,2485. Find the Pivot Integer,"['Math', 'Prefix Sum']",80.00%,Easy,14.8181%;,32K,39.9K,
2486,2486. Append Characters to String to Make Subsequence,"['Two Pointers', 'String', 'Greedy']",64.00%,Medium,47.9267%;,19.6K,30.6K,
2487,2487. Remove Nodes From Linked List,"['Linked List', 'Stack', 'Recursion', '1+']",68.70%,Medium,40.7496%;,25.5K,37.2K,
2488,2488. Count Subarrays With Median K,"['Array', 'Hash Table', 'Prefix Sum']",42.40%,Hard,33.8345%;,8K,18.9K,
2489,2489. Number of Substrings With Fixed Ratio,"['Hash Table', 'Math', 'String', '1+']",58.50%,Medium,0%;,501,856,Y
2490,2490. Circular Sentence,['String'],64.50%,Easy,19.0011%;,26.3K,40.7K,
2491,2491. Divide Players Into Teams of Equal Skill,"['Array', 'Hash Table', 'Two Pointers', '1+']",58.90%,Medium,46.5947%;,22.6K,38.4K,
2492,2492. Minimum Score of a Path Between Two Cities,"['Depth-First Search', 'Breadth-First Search', '2+']",46.50%,Medium,37.2197%;,15.7K,33.8K,
2493,2493. Divide Nodes Into the Maximum Number of Groups,"['Breadth-First Search', 'Union Find', 'Graph']",37.00%,Hard,46.9668%;,4.8K,13.1K,
2494,2494. Merge Overlapping Events in the Same Hall,['Database'],18.90%,Hard,24.3803%;,339,1.8K,Y
2495,2495. Number of Subarrays Having Even Product,"['Array', 'Math', 'Dynamic Programming']",65.20%,Medium,0%;,944,1.4K,Y
2496,2496. Maximum Value of a String in an Array,"['Array', 'String']",72.00%,Easy,10.6882%;,22.9K,31.8K,
2497,2497. Maximum Star Sum of a Graph,"['Array', 'Greedy', 'Graph', '2+']",38.40%,Medium,13.1068%;,11.6K,30.3K,
2498,2498. Frog Jump II,"['Array', 'Binary Search', 'Greedy']",61.10%,Medium,58.0822%;,10.9K,17.9K,
2499,2499. Minimum Total Cost to Make Arrays Unequal,"['Array', 'Hash Table', 'Greedy', '1+']",44.20%,Hard,53.14%;,2.7K,6.1K,
2500,2500. Delete Greatest Value in Each Row,"['Array', 'Sorting', 'Matrix']",81.10%,Easy,23.0247%;,28.4K,35.1K,
2501,2501. Longest Square Streak in an Array,"['Array', 'Hash Table', 'Binary Search', '2+']",39.60%,Medium,30.2937%;,19K,48.1K,
2502,2502. Design Memory Allocator,"['Array', 'Hash Table', 'Design', '1+']",52.20%,Medium,52.6725%;,10.8K,20.7K,
2503,2503. Maximum Number of Points From Grid Queries,"['Array', 'Breadth-First Search', 'Union Find', '2+']",37.00%,Hard,20.2551%;,6.2K,16.7K,
2504,2504. Concatenate the Name and the Profession,['Database'],55.40%,Easy,0%;,1.2K,2.1K,Y
2505,2505. Bitwise OR of All Subsequence Sums,"['Array', 'Math', 'Bit Manipulation', '1+']",59.40%,Medium,0%;,566,953,Y
2506,2506. Count Pairs Of Similar Strings,"['Array', 'Hash Table', 'String']",70.60%,Easy,35.8463%;,24.9K,35.3K,
2507,2507. Smallest Value After Replacing With Sum of Prime Factors,"['Math', 'Number Theory']",48.70%,Medium,26.2365%;,15.9K,32.7K,
2508,2508. Add Edges to Make Degrees of All Nodes Even,"['Hash Table', 'Graph']",32.30%,Hard,24.193%;,8.9K,27.6K,
2509,2509. Cycle Length Queries in a Tree,"['Tree', 'Binary Tree']",56.90%,Hard,34.5195%;,8.3K,14.6K,
2510,2510. Check if There is a Path With Equal Number of 0's And 1's,"['Array', 'Dynamic Programming', 'Matrix']",55.50%,Medium,0%;,958,1.7K,Y
2511,2511. Maximum Enemy Forts That Can Be Captured,"['Array', 'Two Pointers']",37.40%,Easy,16.1443%;,15.1K,40.4K,
2512,2512. Reward Top K Students,"['Array', 'Hash Table', 'String', '2+']",46.50%,Medium,23.9635%;,12.4K,26.6K,
2513,2513. Minimize the Maximum of Two Arrays,"['Math', 'Binary Search', 'Number Theory']",26.50%,Medium,46.9417%;,4.5K,16.8K,
2514,2514. Count Anagrams,"['Hash Table', 'Math', 'String', '2+']",34.20%,Hard,0%;,5.6K,16.3K,
2515,2515. Shortest Distance to Target String in a Circular Array,"['Array', 'String']",49.00%,Easy,28.2072%;,19.7K,40.2K,
2516,2516. Take K of Each Character From Left and Right,"['Hash Table', 'String', 'Sliding Window']",33.90%,Medium,38.9364%;,10.5K,30.9K,
2517,2517. Maximum Tastiness of Candy Basket,"['Array', 'Binary Search', 'Sorting']",64.60%,Medium,32.0173%;,10.1K,15.6K,
2518,2518. Number of Great Partitions,"['Array', 'Dynamic Programming']",32.90%,Hard,46.0662%;,5.1K,15.5K,
2519,2519. Count the Number of K-Big Indices,"['Array', 'Binary Search', '5+']",64.40%,Hard,0%;,568,882,Y
2520,2520. Count the Digits That Divide a Number,['Math'],85.00%,Easy,5.32829%;,36.1K,42.4K,
2521,2521. Distinct Prime Factors of Product of Array,"['Array', 'Hash Table', 'Math', '1+']",50.10%,Medium,14.9912%;,19.6K,39.1K,
2522,2522. Partition String Into Substrings With Values at Most K,"['String', 'Dynamic Programming', 'Greedy']",46.70%,Medium,30.5193%;,15.5K,33.1K,
2523,2523. Closest Prime Numbers in Range,"['Math', 'Number Theory']",37.00%,Medium,33.2625%;,15.4K,41.7K,
2524,2524. Maximum Frequency Score of a Subarray,"['Array', 'Hash Table', 'Math', '1+']",40.20%,Hard,0%;,532,1.3K,Y
2525,2525. Categorize Box According to Criteria,['Math'],34.00%,Easy,10.6971%;,21.4K,63.1K,
2526,2526. Find Consecutive Integers from a Data Stream,"['Hash Table', 'Design', 'Queue', '2+']",45.00%,Medium,0%;,15.6K,34.7K,
2527,2527. Find Xor-Beauty of Array,"['Array', 'Math', 'Bit Manipulation']",70.10%,Medium,0%;,13.5K,19.3K,
2528,2528. Maximize the Minimum Powered City,"['Array', 'Binary Search', 'Greedy', '3+']",32.10%,Hard,40.3369%;,4.3K,13.4K,
2529,2529. Maximum Count of Positive Integer and Negative Integer,"['Array', 'Binary Search', 'Counting']",74.90%,Easy,3.98641%;,43.7K,58.4K,
2530,2530. Maximal Score After Applying K Operations,"['Array', 'Greedy', 'Heap (Priority Queue)']",43.30%,Medium,23.563%;,20.8K,48K,
2531,2531. Make Number of Distinct Characters Equal,"['Hash Table', 'String', 'Counting']",25.50%,Medium,8.84357%;,13.3K,52.2K,
2532,2532. Time to Cross a Bridge,"['Array', 'Heap (Priority Queue)', 'Simulation']",53.50%,Hard,46.3401%;,3K,5.5K,
2533,2533. Number of Good Binary Strings,['Dynamic Programming'],65.00%,Medium,0%;,526,809,Y
2534,2534. Time Taken to Cross the Door,"['Array', 'Queue', 'Simulation']",70.60%,Hard,0%;,420,595,Y
2535,2535. Difference Between Element Sum and Digit Sum of an Array,"['Array', 'Math']",85.50%,Easy,23.3881%;,51.9K,60.7K,
2536,2536. Increment Submatrices by One,"['Array', 'Matrix', 'Prefix Sum']",48.30%,Medium,14.4731%;,16.5K,34.2K,
2537,2537. Count the Number of Good Subarrays,"['Array', 'Hash Table', 'Sliding Window']",47.90%,Medium,31.2883%;,11.8K,24.6K,
2538,2538. Difference Between Maximum and Minimum Price Sum,"['Array', 'Dynamic Programming', 'Tree']",34.90%,Hard,12.232%;,4.9K,14.2K,
2539,2539. Count the Number of Good Subsequences,"['Hash Table', 'Math', 'String', '2+']",77.40%,Medium,0%;,1.3K,1.6K,Y
2540,2540. Minimum Common Value,"['Array', 'Hash Table', 'Two Pointers', '1+']",51.60%,Easy,8.70598%;,29.8K,57.8K,
2541,2541. Minimum Operations to Make Array Equal II,"['Array', 'Math', 'Greedy']",30.90%,Medium,12.6554%;,16.7K,54K,
2542,2542. Maximum Subsequence Score,"['Array', 'Greedy', 'Sorting', '1+']",38.00%,Medium,41.6518%;,7.7K,20.4K,
2543,2543. Check if Point Is Reachable,"['Math', 'Number Theory']",42.20%,Hard,29.9546%;,4.6K,10.8K,
2544,2544. Alternating Digit Sum,['Math'],69.50%,Easy,4.17344%;,31.7K,45.6K,
2545,2545. Sort the Students by Their Kth Score,"['Array', 'Sorting', 'Matrix']",85.90%,Medium,0%;,28.4K,33.1K,
2546,2546. Apply Bitwise Operations to Make Strings Equal,"['String', 'Bit Manipulation']",40.60%,Medium,40.3369%;,15K,37K,
2547,2547. Minimum Cost to Split an Array,"['Array', 'Hash Table', '2+']",38.80%,Hard,32.1117%;,8.3K,21.5K,
